instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,bln,cuaca,musim
14723,2012-09-10,3,1,9,15,0,1,Weekday,1,0.66,0.6212,0.31,0.3881,115,231,346,Sep,Clear,Fall
14724,2012-09-10,3,1,9,16,0,1,Weekday,1,0.66,0.6212,0.34,0.3284,108,380,488,Sep,Clear,Fall
14725,2012-09-10,3,1,9,17,0,1,Weekday,1,0.66,0.6212,0.34,0.3284,127,744,871,Sep,Clear,Fall
14726,2012-09-10,3,1,9,18,0,1,Weekday,1,0.62,0.6212,0.35,0.2985,111,857,968,Sep,Clear,Fall
14727,2012-09-10,3,1,9,19,0,1,Weekday,1,0.62,0.6212,0.38,0.2985,71,562,633,Sep,Clear,Fall
14728,2012-09-10,3,1,9,20,0,1,Weekday,1,0.6,0.6212,0.4,0.194,34,356,390,Sep,Clear,Fall
14729,2012-09-10,3,1,9,21,0,1,Weekday,1,0.56,0.5303,0.49,0.1642,29,256,285,Sep,Clear,Fall
14730,2012-09-10,3,1,9,22,0,1,Weekday,1,0.54,0.5152,0.52,0.1343,15,144,159,Sep,Clear,Fall
14731,2012-09-10,3,1,9,23,0,1,Weekday,1,0.54,0.5152,0.52,0.0,7,86,93,Sep,Clear,Fall
14732,2012-09-11,3,1,9,0,0,2,Weekday,1,0.52,0.5,0.59,0.1045,5,27,32,Sep,Clear,Fall
14733,2012-09-11,3,1,9,1,0,2,Weekday,1,0.5,0.4848,0.63,0.0,0,10,10,Sep,Clear,Fall
14734,2012-09-11,3,1,9,2,0,2,Weekday,1,0.48,0.4697,0.77,0.1642,1,5,6,Sep,Clear,Fall
14735,2012-09-11,3,1,9,3,0,2,Weekday,1,0.48,0.4697,0.67,0.1343,1,7,8,Sep,Clear,Fall
14736,2012-09-11,3,1,9,4,0,2,Weekday,1,0.48,0.4697,0.72,0.1045,1,8,9,Sep,Clear,Fall
14737,2012-09-11,3,1,9,5,0,2,Weekday,1,0.46,0.4545,0.72,0.0896,3,41,44,Sep,Clear,Fall
14738,2012-09-11,3,1,9,6,0,2,Weekday,1,0.46,0.4545,0.77,0.1045,11,200,211,Sep,Clear,Fall
14739,2012-09-11,3,1,9,7,0,2,Weekday,1,0.5,0.4848,0.72,0.1045,24,572,596,Sep,Clear,Fall
14740,2012-09-11,3,1,9,8,0,2,Weekday,1,0.54,0.5152,0.68,0.0896,48,702,750,Sep,Clear,Fall
14741,2012-09-11,3,1,9,9,0,2,Weekday,1,0.6,0.6212,0.49,0.0,35,323,358,Sep,Clear,Fall
14742,2012-09-11,3,1,9,10,0,2,Weekday,1,0.62,0.6212,0.38,0.0,54,142,196,Sep,Clear,Fall
14743,2012-09-11,3,1,9,11,0,2,Weekday,1,0.64,0.6212,0.33,0.0896,60,187,247,Sep,Clear,Fall
14744,2012-09-11,3,1,9,12,0,2,Weekday,1,0.64,0.6212,0.33,0.0,62,254,316,Sep,Clear,Fall
14745,2012-09-11,3,1,9,13,0,2,Weekday,1,0.66,0.6212,0.29,0.0896,72,256,328,Sep,Clear,Fall
14746,2012-09-11,3,1,9,14,0,2,Weekday,1,0.68,0.6212,0.3,0.0896,74,181,255,Sep,Clear,Fall
14747,2012-09-11,3,1,9,15,0,2,Weekday,1,0.7,0.6364,0.28,0.1045,73,253,326,Sep,Clear,Fall
14748,2012-09-11,3,1,9,16,0,2,Weekday,1,0.7,0.6364,0.28,0.1343,99,437,536,Sep,Clear,Fall
14749,2012-09-11,3,1,9,17,0,2,Weekday,1,0.7,0.6364,0.28,0.0,168,802,970,Sep,Clear,Fall
14750,2012-09-11,3,1,9,18,0,2,Weekday,1,0.64,0.6212,0.36,0.1642,110,767,877,Sep,Clear,Fall
14751,2012-09-11,3,1,9,19,0,2,Weekday,1,0.62,0.6212,0.41,0.194,56,540,596,Sep,Clear,Fall
14752,2012-09-11,3,1,9,20,0,2,Weekday,1,0.58,0.5455,0.56,0.1343,40,421,461,Sep,Clear,Fall
14753,2012-09-11,3,1,9,21,0,2,Weekday,1,0.56,0.5303,0.6,0.1045,28,282,310,Sep,Clear,Fall
14754,2012-09-11,3,1,9,22,0,2,Weekday,1,0.56,0.5303,0.64,0.1045,27,189,216,Sep,Clear,Fall
14755,2012-09-11,3,1,9,23,0,2,Weekday,1,0.54,0.5152,0.68,0.1045,18,91,109,Sep,Clear,Fall
14756,2012-09-12,3,1,9,0,0,3,Weekday,1,0.52,0.5,0.72,0.1045,8,41,49,Sep,Clear,Fall
14757,2012-09-12,3,1,9,1,0,3,Weekday,1,0.52,0.5,0.72,0.1045,2,19,21,Sep,Clear,Fall
14758,2012-09-12,3,1,9,2,0,3,Weekday,1,0.52,0.5,0.72,0.0896,2,9,11,Sep,Clear,Fall
14759,2012-09-12,3,1,9,3,0,3,Weekday,1,0.5,0.4848,0.77,0.0896,0,7,7,Sep,Clear,Fall
14760,2012-09-12,3,1,9,4,0,3,Weekday,1,0.5,0.4848,0.72,0.0896,0,5,5,Sep,Clear,Fall
14761,2012-09-12,3,1,9,5,0,3,Weekday,1,0.5,0.4848,0.72,0.0896,4,44,48,Sep,Clear,Fall
14762,2012-09-12,3,1,9,6,0,3,Weekday,1,0.5,0.4848,0.72,0.0896,6,199,205,Sep,Clear,Fall
14763,2012-09-12,3,1,9,7,0,3,Weekday,1,0.52,0.5,0.72,0.0,24,533,557,Sep,Clear,Fall
14764,2012-09-12,3,1,9,8,0,3,Weekday,1,0.56,0.5303,0.64,0.1045,43,727,770,Sep,Clear,Fall
14765,2012-09-12,3,1,9,9,0,3,Weekday,1,0.6,0.6061,0.64,0.1343,50,278,328,Sep,Clear,Fall
14766,2012-09-12,3,1,9,10,0,3,Weekday,1,0.62,0.6061,0.61,0.1343,57,148,205,Sep,Clear,Fall
14767,2012-09-12,3,1,9,11,0,3,Weekday,1,0.66,0.6212,0.5,0.194,51,181,232,Sep,Clear,Fall
14768,2012-09-12,3,1,9,12,0,3,Weekday,1,0.68,0.6364,0.36,0.1343,88,264,352,Sep,Clear,Fall
14769,2012-09-12,3,1,9,13,0,3,Weekday,1,0.7,0.6364,0.34,0.1343,85,238,323,Sep,Clear,Fall
14770,2012-09-12,3,1,9,14,0,3,Weekday,1,0.7,0.6364,0.37,0.1642,78,200,278,Sep,Clear,Fall
14771,2012-09-12,3,1,9,15,0,3,Weekday,1,0.72,0.6515,0.37,0.1343,75,243,318,Sep,Clear,Fall
14772,2012-09-12,3,1,9,16,0,3,Weekday,1,0.72,0.6515,0.37,0.1642,90,419,509,Sep,Clear,Fall
14773,2012-09-12,3,1,9,17,0,3,Weekday,1,0.7,0.6364,0.41,0.2985,114,811,925,Sep,Clear,Fall
14774,2012-09-12,3,1,9,18,0,3,Weekday,1,0.66,0.6212,0.44,0.2537,91,886,977,Sep,Clear,Fall
14775,2012-09-12,3,1,9,19,0,3,Weekday,1,0.64,0.6212,0.5,0.194,78,557,635,Sep,Clear,Fall
14776,2012-09-12,3,1,9,20,0,3,Weekday,1,0.62,0.6212,0.57,0.1343,38,432,470,Sep,Clear,Fall
14777,2012-09-12,3,1,9,21,0,3,Weekday,1,0.6,0.6061,0.6,0.1343,27,279,306,Sep,Clear,Fall
14778,2012-09-12,3,1,9,22,0,3,Weekday,1,0.56,0.5303,0.64,0.0896,23,189,212,Sep,Clear,Fall
14779,2012-09-12,3,1,9,23,0,3,Weekday,1,0.56,0.5303,0.68,0.1045,16,111,127,Sep,Clear,Fall
14780,2012-09-13,3,1,9,0,0,4,Weekday,1,0.56,0.5303,0.73,0.0896,11,46,57,Sep,Clear,Fall
14781,2012-09-13,3,1,9,1,0,4,Weekday,1,0.54,0.5152,0.77,0.0896,6,22,28,Sep,Clear,Fall
14782,2012-09-13,3,1,9,2,0,4,Weekday,1,0.54,0.5152,0.77,0.0,0,9,9,Sep,Clear,Fall
14783,2012-09-13,3,1,9,3,0,4,Weekday,1,0.52,0.5,0.83,0.0,2,9,11,Sep,Clear,Fall
14784,2012-09-13,3,1,9,4,0,4,Weekday,1,0.52,0.5,0.83,0.0,0,6,6,Sep,Clear,Fall
14785,2012-09-13,3,1,9,5,0,4,Weekday,1,0.52,0.5,0.83,0.0,3,54,57,Sep,Clear,Fall
14786,2012-09-13,3,1,9,6,0,4,Weekday,1,0.5,0.4848,0.82,0.0,9,186,195,Sep,Clear,Fall
14787,2012-09-13,3,1,9,7,0,4,Weekday,1,0.54,0.5152,0.77,0.0,22,549,571,Sep,Clear,Fall
14788,2012-09-13,3,1,9,8,0,4,Weekday,1,0.56,0.5303,0.73,0.0,33,725,758,Sep,Clear,Fall
14789,2012-09-13,3,1,9,9,0,4,Weekday,1,0.6,0.6061,0.64,0.0896,46,292,338,Sep,Clear,Fall
14790,2012-09-13,3,1,9,10,0,4,Weekday,1,0.64,0.6212,0.61,0.0896,63,149,212,Sep,Clear,Fall
14791,2012-09-13,3,1,9,11,0,4,Weekday,1,0.66,0.6212,0.5,0.1642,71,183,254,Sep,Clear,Fall
14792,2012-09-13,3,1,9,12,0,4,Weekday,1,0.68,0.6364,0.44,0.1045,57,240,297,Sep,Clear,Fall
14793,2012-09-13,3,1,9,13,0,4,Weekday,1,0.7,0.6364,0.42,0.0,60,223,283,Sep,Clear,Fall
14794,2012-09-13,3,1,9,14,0,4,Weekday,1,0.72,0.6515,0.39,0.1343,60,214,274,Sep,Clear,Fall
14795,2012-09-13,3,1,9,15,0,4,Weekday,1,0.72,0.6515,0.42,0.1045,99,253,352,Sep,Clear,Fall
14796,2012-09-13,3,1,9,16,0,4,Weekday,1,0.72,0.6515,0.39,0.0896,85,406,491,Sep,Clear,Fall
14797,2012-09-13,3,1,9,17,0,4,Weekday,1,0.72,0.6515,0.42,0.194,97,787,884,Sep,Clear,Fall
14798,2012-09-13,3,1,9,18,0,4,Weekday,1,0.68,0.6364,0.57,0.2537,108,744,852,Sep,Clear,Fall
14799,2012-09-13,3,1,9,19,0,4,Weekday,1,0.64,0.6061,0.65,0.1343,80,594,674,Sep,Clear,Fall
14800,2012-09-13,3,1,9,20,0,4,Weekday,1,0.62,0.6061,0.69,0.1045,55,408,463,Sep,Clear,Fall
14801,2012-09-13,3,1,9,21,0,4,Weekday,1,0.62,0.6061,0.65,0.1045,26,291,317,Sep,Clear,Fall
14802,2012-09-13,3,1,9,22,0,4,Weekday,1,0.6,0.5909,0.69,0.1343,28,223,251,Sep,Clear,Fall
14803,2012-09-13,3,1,9,23,0,4,Weekday,1,0.58,0.5455,0.73,0.1045,33,137,170,Sep,Clear,Fall
14804,2012-09-14,3,1,9,0,0,5,Weekday,1,0.56,0.5303,0.73,0.0896,24,63,87,Sep,Clear,Fall
14805,2012-09-14,3,1,9,1,0,5,Weekday,1,0.56,0.5303,0.73,0.0896,6,35,41,Sep,Clear,Fall
14806,2012-09-14,3,1,9,2,0,5,Weekday,1,0.56,0.5303,0.73,0.0,7,23,30,Sep,Clear,Fall
14807,2012-09-14,3,1,9,3,0,5,Weekday,1,0.54,0.5152,0.77,0.0,5,9,14,Sep,Clear,Fall
14808,2012-09-14,3,1,9,4,0,5,Weekday,1,0.54,0.5152,0.77,0.0,1,11,12,Sep,Clear,Fall
14809,2012-09-14,3,1,9,5,0,5,Weekday,1,0.54,0.5152,0.83,0.0,1,40,41,Sep,Clear,Fall
14810,2012-09-14,3,1,9,6,0,5,Weekday,1,0.54,0.5152,0.88,0.0,8,144,152,Sep,Clear,Fall
14811,2012-09-14,3,1,9,7,0,5,Weekday,2,0.56,0.5303,0.88,0.0,17,437,454,Sep,Cloudy,Fall
14812,2012-09-14,3,1,9,8,0,5,Weekday,2,0.6,0.5758,0.78,0.1642,51,715,766,Sep,Cloudy,Fall
14813,2012-09-14,3,1,9,9,0,5,Weekday,2,0.62,0.5909,0.78,0.1642,46,301,347,Sep,Cloudy,Fall
14814,2012-09-14,3,1,9,10,0,5,Weekday,2,0.68,0.6364,0.65,0.0,75,171,246,Sep,Cloudy,Fall
14815,2012-09-14,3,1,9,11,0,5,Weekday,2,0.68,0.6364,0.61,0.1045,84,196,280,Sep,Cloudy,Fall
14816,2012-09-14,3,1,9,12,0,5,Weekday,2,0.7,0.6515,0.54,0.194,119,290,409,Sep,Cloudy,Fall
14817,2012-09-14,3,1,9,13,0,5,Weekday,2,0.7,0.6515,0.54,0.194,107,301,408,Sep,Cloudy,Fall
14818,2012-09-14,3,1,9,14,0,5,Weekday,2,0.72,0.6515,0.45,0.1642,113,258,371,Sep,Cloudy,Fall
14819,2012-09-14,3,1,9,15,0,5,Weekday,2,0.72,0.6667,0.48,0.1343,94,273,367,Sep,Cloudy,Fall
14820,2012-09-14,3,1,9,16,0,5,Weekday,2,0.72,0.6667,0.51,0.0,109,454,563,Sep,Cloudy,Fall
14821,2012-09-14,3,1,9,17,0,5,Weekday,1,0.72,0.6667,0.51,0.194,137,757,894,Sep,Clear,Fall
14822,2012-09-14,3,1,9,18,0,5,Weekday,1,0.72,0.6515,0.45,0.2239,116,692,808,Sep,Clear,Fall
14823,2012-09-14,3,1,9,19,0,5,Weekday,1,0.68,0.6364,0.57,0.1642,83,496,579,Sep,Clear,Fall
14824,2012-09-14,3,1,9,20,0,5,Weekday,1,0.66,0.6212,0.61,0.1045,67,337,404,Sep,Clear,Fall
14825,2012-09-14,3,1,9,21,0,5,Weekday,1,0.64,0.6061,0.73,0.2239,42,270,312,Sep,Clear,Fall
14826,2012-09-14,3,1,9,22,0,5,Weekday,1,0.62,0.5758,0.83,0.194,40,189,229,Sep,Clear,Fall
14827,2012-09-14,3,1,9,23,0,5,Weekday,1,0.62,0.5909,0.78,0.0896,27,168,195,Sep,Clear,Fall
14828,2012-09-15,3,1,9,0,0,6,Weekend,1,0.6,0.5606,0.83,0.1045,38,169,207,Sep,Clear,Fall
14829,2012-09-15,3,1,9,1,0,6,Weekend,1,0.6,0.5909,0.73,0.0,8,101,109,Sep,Clear,Fall
14830,2012-09-15,3,1,9,2,0,6,Weekend,1,0.58,0.5455,0.78,0.1045,18,75,93,Sep,Clear,Fall
14831,2012-09-15,3,1,9,3,0,6,Weekend,1,0.6,0.5909,0.73,0.2537,6,31,37,Sep,Clear,Fall
14832,2012-09-15,3,1,9,4,0,6,Weekend,2,0.6,0.5909,0.69,0.3582,3,3,6,Sep,Cloudy,Fall
14833,2012-09-15,3,1,9,5,0,6,Weekend,1,0.58,0.5455,0.6,0.5224,1,15,16,Sep,Clear,Fall
14834,2012-09-15,3,1,9,6,0,6,Weekend,1,0.54,0.5152,0.49,0.4179,6,27,33,Sep,Clear,Fall
14835,2012-09-15,3,1,9,7,0,6,Weekend,1,0.54,0.5152,0.52,0.2836,10,63,73,Sep,Clear,Fall
14836,2012-09-15,3,1,9,8,0,6,Weekend,1,0.56,0.5303,0.49,0.4179,43,169,212,Sep,Clear,Fall
14837,2012-09-15,3,1,9,9,0,6,Weekend,1,0.6,0.6212,0.43,0.4179,79,263,342,Sep,Clear,Fall
14838,2012-09-15,3,1,9,10,0,6,Weekend,1,0.62,0.6212,0.41,0.3881,119,323,442,Sep,Clear,Fall
14839,2012-09-15,3,1,9,11,0,6,Weekend,1,0.64,0.6212,0.38,0.3881,228,399,627,Sep,Clear,Fall
14840,2012-09-15,3,1,9,12,0,6,Weekend,1,0.66,0.6212,0.36,0.3582,287,419,706,Sep,Clear,Fall
14841,2012-09-15,3,1,9,13,0,6,Weekend,1,0.68,0.6364,0.36,0.194,327,377,704,Sep,Clear,Fall
14842,2012-09-15,3,1,9,14,0,6,Weekend,1,0.68,0.6364,0.34,0.3284,325,390,715,Sep,Clear,Fall
14843,2012-09-15,3,1,9,15,0,6,Weekend,2,0.68,0.6364,0.34,0.2836,312,342,654,Sep,Cloudy,Fall
14844,2012-09-15,3,1,9,16,0,6,Weekend,2,0.66,0.6212,0.36,0.2239,350,433,783,Sep,Cloudy,Fall
14845,2012-09-15,3,1,9,17,0,6,Weekend,2,0.66,0.6212,0.36,0.2537,295,434,729,Sep,Cloudy,Fall
14846,2012-09-15,3,1,9,18,0,6,Weekend,2,0.64,0.6212,0.36,0.2836,232,382,614,Sep,Cloudy,Fall
14847,2012-09-15,3,1,9,19,0,6,Weekend,1,0.62,0.6212,0.41,0.1642,169,309,478,Sep,Clear,Fall
14848,2012-09-15,3,1,9,20,0,6,Weekend,1,0.6,0.6212,0.43,0.0896,89,241,330,Sep,Clear,Fall
14849,2012-09-15,3,1,9,21,0,6,Weekend,1,0.56,0.5303,0.52,0.1045,86,210,296,Sep,Clear,Fall
14850,2012-09-15,3,1,9,22,0,6,Weekend,1,0.56,0.5303,0.52,0.0,82,197,279,Sep,Clear,Fall
14851,2012-09-15,3,1,9,23,0,6,Weekend,1,0.54,0.5152,0.6,0.0,47,182,229,Sep,Clear,Fall
14852,2012-09-16,3,1,9,0,0,0,Weekend,1,0.54,0.5152,0.64,0.0,28,123,151,Sep,Clear,Fall
14853,2012-09-16,3,1,9,1,0,0,Weekend,1,0.54,0.5152,0.64,0.0,35,82,117,Sep,Clear,Fall
14854,2012-09-16,3,1,9,2,0,0,Weekend,1,0.52,0.5,0.63,0.0,27,62,89,Sep,Clear,Fall
14855,2012-09-16,3,1,9,3,0,0,Weekend,1,0.5,0.4848,0.68,0.0,10,38,48,Sep,Clear,Fall
14856,2012-09-16,3,1,9,4,0,0,Weekend,1,0.5,0.4848,0.72,0.0,2,6,8,Sep,Clear,Fall
14857,2012-09-16,3,1,9,5,0,0,Weekend,1,0.5,0.4848,0.72,0.0,3,10,13,Sep,Clear,Fall
14858,2012-09-16,3,1,9,6,0,0,Weekend,1,0.5,0.4848,0.72,0.0,9,26,35,Sep,Clear,Fall
14859,2012-09-16,3,1,9,7,0,0,Weekend,1,0.5,0.4848,0.77,0.1045,28,43,71,Sep,Clear,Fall
14860,2012-09-16,3,1,9,8,0,0,Weekend,1,0.54,0.5152,0.64,0.1642,34,94,128,Sep,Clear,Fall
14861,2012-09-16,3,1,9,9,0,0,Weekend,1,0.58,0.5455,0.6,0.1343,70,226,296,Sep,Clear,Fall
14862,2012-09-16,3,1,9,10,0,0,Weekend,1,0.62,0.6212,0.5,0.1045,160,330,490,Sep,Clear,Fall
14863,2012-09-16,3,1,9,11,0,0,Weekend,1,0.64,0.6212,0.47,0.1642,183,376,559,Sep,Clear,Fall
14864,2012-09-16,3,1,9,12,0,0,Weekend,1,0.66,0.6212,0.44,0.1642,188,468,656,Sep,Clear,Fall
14865,2012-09-16,3,1,9,13,0,0,Weekend,1,0.64,0.6212,0.41,0.1642,240,454,694,Sep,Clear,Fall
14866,2012-09-16,3,1,9,14,0,0,Weekend,1,0.66,0.6212,0.39,0.1343,225,410,635,Sep,Clear,Fall
14867,2012-09-16,3,1,9,15,0,0,Weekend,1,0.64,0.6212,0.41,0.1642,215,342,557,Sep,Clear,Fall
14868,2012-09-16,3,1,9,16,0,0,Weekend,1,0.64,0.6212,0.44,0.1642,194,402,596,Sep,Clear,Fall
14869,2012-09-16,3,1,9,17,0,0,Weekend,1,0.66,0.6212,0.41,0.0,177,393,570,Sep,Clear,Fall
14870,2012-09-16,3,1,9,18,0,0,Weekend,1,0.62,0.6212,0.5,0.1642,120,361,481,Sep,Clear,Fall
14871,2012-09-16,3,1,9,19,0,0,Weekend,1,0.62,0.6212,0.5,0.1343,91,312,403,Sep,Clear,Fall
14872,2012-09-16,3,1,9,20,0,0,Weekend,1,0.6,0.6212,0.53,0.1045,57,267,324,Sep,Clear,Fall
14873,2012-09-16,3,1,9,21,0,0,Weekend,1,0.6,0.6212,0.56,0.1045,43,148,191,Sep,Clear,Fall
14874,2012-09-16,3,1,9,22,0,0,Weekend,1,0.56,0.5303,0.68,0.0896,18,109,127,Sep,Clear,Fall
14875,2012-09-16,3,1,9,23,0,0,Weekend,1,0.54,0.5152,0.68,0.1045,9,85,94,Sep,Clear,Fall
14876,2012-09-17,3,1,9,0,0,1,Weekday,1,0.54,0.5152,0.68,0.1642,14,31,45,Sep,Clear,Fall
14877,2012-09-17,3,1,9,1,0,1,Weekday,1,0.52,0.5,0.72,0.0896,9,12,21,Sep,Clear,Fall
14878,2012-09-17,3,1,9,2,0,1,Weekday,1,0.52,0.5,0.72,0.0,5,8,13,Sep,Clear,Fall
14879,2012-09-17,3,1,9,3,0,1,Weekday,1,0.5,0.4848,0.77,0.0896,0,7,7,Sep,Clear,Fall
14880,2012-09-17,3,1,9,4,0,1,Weekday,1,0.5,0.4848,0.77,0.0,2,9,11,Sep,Clear,Fall
14881,2012-09-17,3,1,9,5,0,1,Weekday,1,0.48,0.4697,0.82,0.0896,1,44,45,Sep,Clear,Fall
14882,2012-09-17,3,1,9,6,0,1,Weekday,1,0.48,0.4697,0.82,0.0,7,157,164,Sep,Clear,Fall
14883,2012-09-17,3,1,9,7,0,1,Weekday,1,0.52,0.5,0.77,0.0,18,474,492,Sep,Clear,Fall
14884,2012-09-17,3,1,9,8,0,1,Weekday,1,0.54,0.5152,0.77,0.0896,36,647,683,Sep,Clear,Fall
14885,2012-09-17,3,1,9,9,0,1,Weekday,1,0.58,0.5455,0.68,0.1343,34,265,299,Sep,Clear,Fall
14886,2012-09-17,3,1,9,10,0,1,Weekday,2,0.62,0.6061,0.65,0.194,73,129,202,Sep,Cloudy,Fall
14887,2012-09-17,3,1,9,11,0,1,Weekday,2,0.62,0.6061,0.69,0.2239,61,191,252,Sep,Cloudy,Fall
14888,2012-09-17,3,1,9,12,0,1,Weekday,2,0.62,0.6061,0.69,0.194,62,233,295,Sep,Cloudy,Fall
14889,2012-09-17,3,1,9,13,0,1,Weekday,1,0.64,0.6061,0.65,0.2537,112,231,343,Sep,Clear,Fall
14890,2012-09-17,3,1,9,14,0,1,Weekday,2,0.64,0.6061,0.65,0.2537,129,203,332,Sep,Cloudy,Fall
14891,2012-09-17,3,1,9,15,0,1,Weekday,2,0.64,0.6061,0.65,0.2537,82,256,338,Sep,Cloudy,Fall
14892,2012-09-17,3,1,9,16,0,1,Weekday,2,0.64,0.6061,0.69,0.2537,74,379,453,Sep,Cloudy,Fall
14893,2012-09-17,3,1,9,17,0,1,Weekday,2,0.64,0.6061,0.65,0.2239,102,740,842,Sep,Cloudy,Fall
14894,2012-09-17,3,1,9,18,0,1,Weekday,2,0.62,0.5909,0.73,0.1642,66,708,774,Sep,Cloudy,Fall
14895,2012-09-17,3,1,9,19,0,1,Weekday,2,0.62,0.5909,0.73,0.1045,51,435,486,Sep,Cloudy,Fall
14896,2012-09-17,3,1,9,20,0,1,Weekday,2,0.62,0.5909,0.73,0.1343,32,308,340,Sep,Cloudy,Fall
14897,2012-09-17,3,1,9,21,0,1,Weekday,3,0.62,0.5758,0.83,0.2239,28,205,233,Sep,Light Snow,Fall
14898,2012-09-17,3,1,9,22,0,1,Weekday,3,0.62,0.5758,0.83,0.2537,20,109,129,Sep,Light Snow,Fall
14899,2012-09-17,3,1,9,23,0,1,Weekday,3,0.6,0.5152,0.94,0.2537,4,66,70,Sep,Light Snow,Fall
14900,2012-09-18,3,1,9,0,0,2,Weekday,3,0.6,0.5152,0.94,0.2537,2,11,13,Sep,Light Snow,Fall
14901,2012-09-18,3,1,9,1,0,2,Weekday,3,0.6,0.5152,0.94,0.194,0,5,5,Sep,Light Snow,Fall
14902,2012-09-18,3,1,9,2,0,2,Weekday,3,0.6,0.5152,0.94,0.194,0,4,4,Sep,Light Snow,Fall
14903,2012-09-18,3,1,9,3,0,2,Weekday,2,0.62,0.5455,0.94,0.2836,0,6,6,Sep,Cloudy,Fall
14904,2012-09-18,3,1,9,4,0,2,Weekday,2,0.62,0.5455,0.94,0.3582,2,5,7,Sep,Cloudy,Fall
14905,2012-09-18,3,1,9,5,0,2,Weekday,2,0.64,0.5758,0.89,0.3284,3,45,48,Sep,Cloudy,Fall
14906,2012-09-18,3,1,9,6,0,2,Weekday,2,0.64,0.5758,0.89,0.3284,4,163,167,Sep,Cloudy,Fall
14907,2012-09-18,3,1,9,7,0,2,Weekday,2,0.64,0.5758,0.89,0.4478,13,343,356,Sep,Cloudy,Fall
14908,2012-09-18,3,1,9,8,0,2,Weekday,2,0.66,0.6061,0.83,0.5522,32,640,672,Sep,Cloudy,Fall
14909,2012-09-18,3,1,9,9,0,2,Weekday,2,0.66,0.6061,0.83,0.5821,27,266,293,Sep,Cloudy,Fall
14910,2012-09-18,3,1,9,10,0,2,Weekday,3,0.68,0.6364,0.79,0.6418,30,130,160,Sep,Light Snow,Fall
14911,2012-09-18,3,1,9,11,0,2,Weekday,2,0.68,0.6364,0.79,0.6418,36,115,151,Sep,Cloudy,Fall
14912,2012-09-18,3,1,9,12,0,2,Weekday,3,0.68,0.6364,0.83,0.4478,16,72,88,Sep,Light Snow,Fall
14913,2012-09-18,3,1,9,13,0,2,Weekday,2,0.7,0.6667,0.74,0.5821,17,97,114,Sep,Cloudy,Fall
14914,2012-09-18,3,1,9,14,0,2,Weekday,3,0.6,0.5152,0.94,0.4627,27,116,143,Sep,Light Snow,Fall
14915,2012-09-18,3,1,9,15,0,2,Weekday,3,0.6,0.5455,0.88,0.2537,1,35,36,Sep,Light Snow,Fall
14916,2012-09-18,3,1,9,16,0,2,Weekday,3,0.6,0.5455,0.88,0.2985,19,122,141,Sep,Light Snow,Fall
14917,2012-09-18,3,1,9,17,0,2,Weekday,3,0.6,0.5455,0.88,0.194,36,302,338,Sep,Light Snow,Fall
14918,2012-09-18,3,1,9,18,0,2,Weekday,2,0.6,0.5455,0.88,0.1642,19,262,281,Sep,Cloudy,Fall
14919,2012-09-18,3,1,9,19,0,2,Weekday,2,0.6,0.5455,0.88,0.2985,22,302,324,Sep,Cloudy,Fall
14920,2012-09-18,3,1,9,20,0,2,Weekday,2,0.6,0.5455,0.88,0.194,19,271,290,Sep,Cloudy,Fall
14921,2012-09-18,3,1,9,21,0,2,Weekday,2,0.6,0.5455,0.88,0.194,21,186,207,Sep,Cloudy,Fall
14922,2012-09-18,3,1,9,22,0,2,Weekday,3,0.58,0.5455,0.83,0.4627,14,137,151,Sep,Light Snow,Fall
14923,2012-09-18,3,1,9,23,0,2,Weekday,2,0.56,0.5303,0.83,0.2239,11,67,78,Sep,Cloudy,Fall
14924,2012-09-19,3,1,9,0,0,3,Weekday,2,0.56,0.5303,0.68,0.2836,3,23,26,Sep,Cloudy,Fall
14925,2012-09-19,3,1,9,1,0,3,Weekday,2,0.54,0.5152,0.68,0.2537,0,12,12,Sep,Cloudy,Fall
14926,2012-09-19,3,1,9,2,0,3,Weekday,2,0.54,0.5152,0.64,0.3284,0,3,3,Sep,Cloudy,Fall
14927,2012-09-19,3,1,9,3,0,3,Weekday,2,0.52,0.5,0.63,0.2537,1,4,5,Sep,Cloudy,Fall
14928,2012-09-19,3,1,9,4,0,3,Weekday,2,0.52,0.5,0.68,0.3582,0,10,10,Sep,Cloudy,Fall
14929,2012-09-19,3,1,9,5,0,3,Weekday,2,0.52,0.5,0.68,0.2836,2,54,56,Sep,Cloudy,Fall
14930,2012-09-19,3,1,9,6,0,3,Weekday,1,0.52,0.5,0.63,0.2537,6,166,172,Sep,Clear,Fall
14931,2012-09-19,3,1,9,7,0,3,Weekday,1,0.52,0.5,0.63,0.2239,16,529,545,Sep,Clear,Fall
14932,2012-09-19,3,1,9,8,0,3,Weekday,1,0.52,0.5,0.59,0.2239,39,758,797,Sep,Clear,Fall
14933,2012-09-19,3,1,9,9,0,3,Weekday,1,0.54,0.5152,0.6,0.2537,26,336,362,Sep,Clear,Fall
14934,2012-09-19,3,1,9,10,0,3,Weekday,1,0.56,0.5303,0.52,0.194,23,169,192,Sep,Clear,Fall
14935,2012-09-19,3,1,9,11,0,3,Weekday,1,0.6,0.6212,0.43,0.2537,44,203,247,Sep,Clear,Fall
